,Score,city
1,85.06950000000000,New York
2,81.46439999999990,New York
3,84.17330000000000,New York
4,78.20869999999990,New York
5,89.54809999999990,New York
6,105.01310000000000,New York
7,91.38899999999990,New York
8,92.04369999999990,New York
9,94.51979999999990,New York
10,65.19190000000000,New York
11,80.15090000000010,New York
12,78.7743999999999,New York
13,86.02550000000000,New York
14,97.5695,New York
15,97.93790000000000,New York
16,91.81649999999980,New York
17,72.53650000000000,New York
18,57.89260000000010,New York
19,75.79050000000010,New York
20,85.28500000000000,New York
21,92.613,New York
22,87.5363999999998,New York
23,81.78719999999990,New York
24,87.82220000000000,New York
25,77.80130000000000,New York
26,83.48189999999990,New York
27,85.12790000000000,New York
28,97.35130000000000,New York
29,83.1384,New York
30,74.5028,New York
31,78.49990000000010,New York
32,79.67830000000000,New York
33,78.4665,New York
34,94.41659999999990,New York
35,102.35340000000000,New York
36,99.58490000000000,New York
37,88.47329999999990,New York
38,90.5193,New York
39,92.24190000000000,New York
40,86.41060000000000,New York
41,89.4837999999999,New York
42,85.45120000000000,New York
43,76.50609999999990,New York
44,64.20750000000000,New York
45,73.65900000000000,New York
46,71.20470000000000,New York
47,78.38649999999990,New York
48,82.22699999999990,New York
49,54.03390000000000,New York
50,64.70079999999990,New York
51,71.88360000000000,New York
52,75.5931,New York
53,80.94970000000000,New York
54,81.34130000000000,New York
55,93.47749999999980,New York
56,96.77879999999990,New York
57,96.12659999999990,New York
58,76.7246,New York
59,73.16650000000010,New York
60,73.85900000000010,New York
61,86.40849999999990,New York
62,83.3511,New York
63,90.29419999999990,New York
64,92.325,New York
65,84.5941999999999,New York
66,86.16589999999990,New York
67,98.25090000000000,New York
68,100.05080000000000,New York
69,101.0609000000000,New York
70,87.72200000000000,New York
71,88.28740000000000,New York
72,86.45980000000000,New York
73,93.76069999999990,New York
74,89.70260000000000,New York
75,90.78360000000000,New York
76,102.86310000000000,New York
77,107.679,New York
78,108.98290000000000,New York
79,105.89750000000000,New York
80,108.23090000000000,New York
81,109.24550000000000,New York
82,109.2887,New York
83,108.55620000000000,New York
84,108.20040000000000,New York
85,107.0562,New York
86,81.2372,New York
87,83.1145,New York
88,89.7972000000001,New York
89,88.03330000000000,New York
90,87.11860000000000,New York
91,105.1191000000000,New York
92,102.31610000000000,New York
93,101.20500000000000,New York
94,102.0625000000000,New York
95,92.62950000000000,New York
96,95.0328,New York
97,117.17930000000000,New York
98,107.27260000000000,New York
99,119.0094000000000,New York
100,89.98869999999990,New York
101,92.2072,New York
102,92.6242,New York
103,92.4592,New York
104,105.25380000000000,New York
105,104.74700000000000,New York
106,134.18920000000000,New York
107,124.89670000000000,New York
108,133.13830000000000,New York
109,91.86479999999990,New York
110,95.33500000000000,New York
111,109.71210000000000,New York
112,124.95510000000000,New York
113,110.24600000000000,New York
114,145.93350000000000,New York
115,86.70139999999990,New York
116,101.05760000000000,New York
117,110.55160000000000,New York
118,112.30590000000000,New York
119,121.92520000000000,New York
120,133.89270000000000,New York
121,93.9259,New York
122,109.36350000000000,New York
123,106.20870000000000,New York
124,121.52910000000000,New York
125,126.08000000000000,New York
126,131.92260000000000,New York
127,102.2959000000000,New York
128,100.80100000000000,New York
129,98.18909999999990,New York
130,115.30260000000000,New York
131,98.9398,New York
132,94.85820000000000,New York
133,93.88800000000000,New York
134,105.73400000000000,New York
135,97.7583,New York
136,138.39380000000000,New York
137,99.70160000000000,New York
138,85.8821999999999,New York
139,111.83900000000000,New York
140,87.09139999999990,New York
141,96.47709999999990,New York
142,98.34220000000000,New York
143,91.61670000000010,New York
144,70.06280000000000,New York
145,104.33950000000000,New York
146,98.18190000000000,New York
147,98.99359999999990,New York
148,94.95650000000000,New York
149,100.63550000000000,New York
150,95.7595,New York
151,110.94330000000000,New York
152,109.91090000000000,New York
153,81.92490000000010,New York
154,102.01280000000000,New York
155,111.40090000000000,New York
156,101.51840000000000,New York
157,89.66430000000000,New York
158,84.26580000000000,New York
159,87.94459999999990,New York
160,96.1318999999999,New York
161,101.1666000000000,New York
162,99.26009999999990,New York
163,91.48699999999990,New York
164,86.16030000000000,New York
165,92.13879999999990,New York
166,91.32629999999990,New York
167,99.27469999999990,New York
168,101.8982,New York
169,94.1176,New York
170,83.02189999999990,New York
171,89.39080000000000,New York
172,96.66930000000000,New York
173,101.6284,New York
174,110.5064,New York
175,109.58170000000000,New York
176,85.12630000000010,New York
177,88.91140000000000,New York
178,93.79589999999990,New York
179,104.1915,New York
180,84.49770000000000,New York
181,110.13890000000000,New York
182,102.26050000000000,New York
183,99.19520000000000,New York
184,98.7923999999999,New York
185,97.4279000000001,New York
186,83.60639999999990,New York
187,87.4475,New York
188,98.50889999999990,New York
189,108.69670000000000,New York
190,102.57920000000000,New York
191,108.68440000000000,New York
192,91.12410000000000,New York
193,65.80770000000000,New York
194,98.85250000000000,New York
195,114.94100000000000,New York
196,85.7929,New York
197,113.36010000000000,New York
198,90.71579999999990,New York
199,124.4974000000000,New York
200,106.2654,New York
201,96.7913,New York
202,101.25210000000000,New York
203,92.90959999999990,New York
204,106.2907,New York
205,91.85999999999990,New York
206,107.38260000000000,New York
207,94.61700000000000,New York
208,90.6182,New York
209,93.27159999999990,New York
210,93.76950000000000,New York
211,108.65240000000000,New York
212,96.9893,New York
213,80.33420000000000,New York
214,94.84170000000000,New York
215,96.3373999999999,New York
216,70.9975,New York
217,116.3960000000000,New York
218,104.33260000000000,New York
219,104.66930000000000,New York
220,91.7667000000001,New York
221,100.34740000000000,New York
222,94.75839999999990,New York
223,102.9009,New York
224,89.78219999999990,New York
225,88.15559999999990,New York
226,109.57970000000000,New York
227,87.5613999999999,New York
228,78.4147999999999,New York
229,147.93350000000000,New York
230,81.70139999999990,New York
231,106.05760000000000,New York
232,120.55160000000000,New York
233,104.30590000000000,New York
234,126.92520000000000,New York
235,129.89270000000000,New York
236,103.9259,New York
237,103.36350000000000,New York
238,98.20870000000000,New York
239,124.52910000000000,New York
240,127.08000000000000,New York
241,138.92260000000000,New York
242,93.2959000000000,New York
243,104.80100000000000,New York
244,91.18909999999990,New York
245,114.30260000000000,New York
246,88.9398,New York
247,88.85820000000000,New York
248,95.88800000000000,New York
249,95.73400000000000,New York
250,91.7583,New York
251,136.39380000000000,New York
252,106.70160000000000,New York
253,84.8821999999999,New York
254,112.83900000000000,New York
255,83.09139999999990,New York
256,92.47709999999990,New York
257,106.34220000000000,New York
258,87.61670000000010,New York
259,75.06280000000000,New York
260,106.33950000000000,New York
261,95.18190000000000,New York
262,98.99359999999990,New York
263,102.95650000000000,New York
264,110.63550000000000,New York
265,88.7595,New York
266,119.94330000000000,New York
267,104.91090000000000,New York
268,81.92490000000010,New York
269,100.01280000000000,New York
270,114.40090000000000,New York
271,108.51840000000000,New York
272,84.66430000000000,New York
273,87.26580000000000,New York
274,77.94459999999990,New York
275,87.1318999999999,New York
276,101.1666000000000,New York
277,93.26009999999990,New York
278,95.48699999999990,New York
279,77.16030000000000,New York
280,94.13879999999990,New York
281,88.32629999999990,New York
282,98.27469999999990,New York
283,109.8982,New York
284,91.1176,New York
285,79.02189999999990,New York
286,89.39080000000000,New York
287,86.66930000000000,New York
288,106.6284,New York
289,104.5064,New York
290,119.58170000000000,New York
291,92.12630000000010,New York
292,86.91140000000000,New York
293,86.79589999999990,New York
294,104.1915,New York
295,79.49770000000000,New York
296,104.13890000000000,New York
297,98.26050000000000,New York
298,96.19520000000000,New York
299,96.7923999999999,New York
300,97.4279000000001,New York
301,75.60639999999990,New York
302,84.4475,New York
303,88.50889999999990,New York
304,104.69670000000000,New York
305,100.57920000000000,New York
306,102.68440000000000,New York
307,81.12410000000000,New York
308,70.80770000000000,New York
309,107.85250000000000,New York
310,105.94100000000000,New York
311,86.7929,New York
312,115.36010000000000,New York
313,99.71579999999990,New York
314,116.4974000000000,New York
315,101.2654,New York
316,89.7913,New York
317,104.25210000000000,New York
318,97.90959999999990,New York
319,115.2907,New York
320,87.85999999999990,New York
321,112.38260000000000,New York
322,101.61700000000000,New York
323,82.6182,New York
324,100.27160000000000,New York
325,91.76950000000000,New York
326,103.65240000000000,New York
327,101.9893,New York
328,81.33420000000000,New York
329,84.84170000000000,New York
330,91.3373999999999,New York
331,75.9975,New York
332,111.3960000000000,New York
333,111.33260000000000,New York
334,97.66930000000000,New York
335,98.7667000000001,New York
336,108.34740000000000,New York
337,97.75839999999990,New York
338,106.9009,New York
339,95.78219999999990,New York
340,83.15559999999990,New York
341,116.57970000000000,New York
342,81.5613999999999,New York
343,84.4147999999999,New York
344,141.93350000000000,New York
345,87.70139999999990,New York
346,111.05760000000000,New York
347,125.55160000000000,New York
348,94.30590000000000,New York
349,134.92520000000000,New York
350,120.89270000000000,New York
351,109.9259,New York
352,105.36350000000000,New York
353,108.20870000000000,New York
354,130.52910000000000,New York
355,134.08000000000000,New York
356,132.92260000000000,New York
357,83.2959000000000,New York
358,108.80100000000000,New York
359,96.18909999999990,New York
360,116.30260000000000,New York
361,78.9398,New York
362,79.85820000000000,New York
363,86.88800000000000,New York
364,94.73400000000000,New York
365,85.7583,New York